millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),bmptemp(*C),bmppres(PA),bmpalt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],NO2[0-1023],CO[0-1023],NH3[0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,
5988270,-13.35,44784,0.00,66.03,6366.68,-26.68,44032.42,6501.44,-560.059,956.543,657.715,-112.427,-250.137,-65.611,13.950,39.300,13.800,0,0,0,587,898,45.13,0.85,0.03,0,
5989660,-13.40,45032,0.00,66.40,6328.76,-26.55,44206.32,6473.06,-19.043,380.859,566.406,34.321,135.878,-42.092,13.500,-7.350,62.250,0,0,0,356,898,45.07,0.85,0.03,0,
5991054,-13.44,45279,0.00,66.29,6285.41,-26.36,44470.08,6430.18,-48.828,639.648,496.094,139.710,-250.137,-64.786,-3.450,42.900,27.300,0,0,0,614,899,45.07,0.85,0.03,0,
5992444,-13.49,45510,0.00,66.77,6249.57,-26.17,44732.71,6387.69,-482.910,1178.711,216.309,31.305,-53.595,39.076,25.050,35.100,4.350,0,0,0,563,899,45.02,0.85,0.03,0,
5993835,-13.53,45758,0.00,66.24,6210.40,-26.01,44906.17,6359.73,-516.602,659.668,680.664,-105.901,107.038,105.214,29.700,34.050,32.400,0,0,0,223,899,44.97,0.85,0.03,0,
5995230,-13.57,45996,0.00,66.29,6171.72,-25.82,45164.46,6318.27,-96.191,604.004,209.961,-51.076,-2.740,-20.550,22.350,29.550,46.200,0,0,0,545,895,44.94,0.85,0.03,0,
5996619,-13.61,46245,0.00,66.35,6134.77,-25.64,45427.80,6276.19,-473.144,542.480,539.062,-35.504,-237.626,-206.725,27.450,36.000,25.500,0,0,0,571,896,44.94,0.85,0.03,0,
5998010,-13.66,46476,0.00,65.98,6101.41,-25.51,45605.93,6247.84,-487.793,646.973,657.226,-35.969,168.573,31.695,12.150,29.400,49.650,0,0,0,446,896,44.88,0.85,0.03,1,
5999403,-13.70,46708,0.00,66.19,6060.85,-25.33,45866.62,6206.51,-666.504,580.566,753.418,111.450,91.542,160.160,17.700,1.800,60.300,0,0,0,596,897,44.88,0.85,0.03,0,
6000793,-13.74,46956,0.00,66.19,6024.04,-25.17,46125.13,6165.71,-206.543,472.168,698.730,0.817,-77.504,-63.244,-0.150,39.450,36.750,0,0,0,617,894,44.90,0.85,0.03,0,
6002184,-13.79,47165,0.00,65.57,5992.94,-25.05,46301.42,6138.00,98.633,393.066,732.910,35.412,-57.260,-111.656,12.150,7.500,61.650,0,0,0,394,894,44.85,0.85,0.03,0,
6003576,-13.83,47398,0.00,65.83,5956.57,-24.85,46564.34,6096.82,112.305,445.801,577.637,-6.863,-104.565,-79.817,-20.700,8.400,55.800,0,0,0,246,894,44.80,0.84,0.03,0,
6004967,-13.88,47643,0.00,65.83,5918.65,-24.64,46831.62,6055.15,241.699,770.019,1012.207,-105.672,-43.992,-84.092,13.650,37.350,37.650,0,0,0,168,894,44.75,0.84,0.03,0,
6006355,-13.92,47866,0.00,65.98,5883.18,-24.49,47007.81,6027.79,160.645,804.199,852.051,-73.153,-18.237,-16.221,-16.200,12.150,56.250,0,0,0,129,886,44.52,0.84,0.03,0,
6007749,-13.97,48097,0.00,65.72,5849.21,-24.29,47274.16,5986.59,24.414,1216.309,1083.984,44.260,129.840,-119.626,8.850,39.600,39.450,0,0,0,123,886,44.47,0.84,0.03,1,
6009139,-14.02,48336,0.00,65.93,5811.13,-24.10,47534.82,5946.45,-99.609,545.410,636.230,-101.252,-210.725,-170.924,-24.000,22.800,43.200,0,0,0,281,886,44.42,0.84,0.03,0,
6010525,-14.06,48578,0.00,66.29,5774.12,-23.97,47715.82,5918.67,110.352,862.793,627.930,2.580,-113.183,-153.504,15.600,31.050,46.650,0,0,0,180,887,44.41,0.84,0.03,0,
6011927,-14.11,48829,0.00,66.19,5737.56,-23.77,47984.39,5877.62,145.508,518.555,612.305,12.115,-117.565,-51.702,-29.400,15.750,44.100,0,0,0,211,888,44.41,0.84,0.03,0,
6013318,-14.15,49070,0.00,66.03,5702.19,-23.56,48242.64,5838.33,77.637,445.312,677.734,24.099,-29.511,-106.275,-3.450,40.200,32.850,0,0,0,140,880,44.18,0.83,0.03,0,
6014707,-14.19,49295,0.00,66.14,5669.35,-23.43,48415.14,5812.17,170.410,850.098,806.641,-42.244,-34.786,-28.267,-28.950,18.900,44.100,0,0,0,106,880,44.13,0.83,0.03,0,
6016101,-14.24,49514,0.00,66.82,5637.21,-23.24,48666.91,5774.14,98.633,828.125,650.391,124.168,-96.267,-85.450,-0.450,40.200,33.900,0,0,0,227,880,44.08,0.83,0.03,0,
6017491,-14.29,49733,0.00,66.56,5602.08,-23.09,48926.14,5735.14,198.242,687.988,639.160,-25.046,-196.107,-14.023,-26.100,11.250,51.750,0,0,0,289,882,44.13,0.83,0.03,0,
6018882,-14.33,49970,0.00,66.77,5567.39,-22.98,49100.07,5709.07,308.594,640.137,787.598,-28.130,-38.435,-20.076,-25.050,14.850,50.850,0,0,0,202,877,44.05,0.83,0.03,0,
6020275,-14.37,50204,0.00,66.35,5533.55,-22.81,49360.00,5670.24,207.031,621.582,738.769,-36.321,-66.328,-56.588,1.800,40.050,36.600,0,0,0,166,877,44.00,0.83,0.03,0,
6021663,-14.41,50454,0.00,66.29,5495.75,-22.64,49628.78,5630.27,124.023,539.062,840.820,-23.939,-26.084,-86.153,15.600,23.850,53.100,0,0,0,166,877,43.95,0.83,0.03,0,
6023054,-14.45,50696,0.00,65.88,5461.02,-22.47,49896.56,5590.62,26.855,848.633,837.891,120.656,79.328,-85.443,-23.250,27.450,38.400,0,0,0,152,877,43.89,0.83,0.03,0,
6024448,-14.49,50951,0.00,65.21,5423.08,-22.38,50072.63,5564.64,30.273,1108.887,802.246,-163.237,-167.458,-153.542,0.300,6.750,62.400,0,0,0,247,871,43.76,0.83,0.03,0,
6025838,-14.54,51204,0.00,64.06,5387.17,-22.25,50340.42,5525.27,327.637,908.691,890.625,51.931,29.466,-28.939,-27.300,17.100,46.050,0,0,0,420,871,43.71,0.82,0.03,0,
6027228,-14.56,51452,0.00,62.25,5349.25,-22.11,50613.85,5485.25,24.414,1179.687,998.047,-115.908,1.504,-250.137,-19.950,36.150,22.050,0,0,0,221,871,43.66,0.82,0.03,0,
6028621,-14.60,51704,0.00,59.68,5315.50,-22.01,50808.55,5456.86,269.531,879.394,613.770,-49.992,102.076,-6.763,-3.600,22.050,58.050,0,0,0,212,871,43.61,0.82,0.03,0,
6030012,-14.63,51967,0.00,56.46,5278.44,-21.87,51084.12,5416.83,-97.656,779.785,746.582,47.985,96.580,-142.321,-15.900,36.150,37.050,0,0,0,158,871,43.56,0.82,0.03,0,
6031404,-14.66,52225,0.00,53.85,5239.68,-21.74,51357.19,5377.33,-161.621,1087.402,630.371,5.130,-86.427,-142.832,28.950,8.100,54.600,0,0,0,251,867,43.53,0.82,0.03,0,
6032794,-14.69,52478,0.00,50.44,5202.93,-21.66,51538.72,5351.16,-56.152,947.266,880.859,-74.626,-250.137,-250.137,-16.200,10.650,57.750,0,0,0,164,867,43.48,0.82,0.03,0,
6034183,-14.72,52727,0.00,47.39,5168.16,-21.54,51817.90,5311.07,-40.039,641.113,-137.695,37.908,-25.260,-18.206,2.550,33.150,-8.250,0,0,0,210,867,43.43,0.82,0.03,0,
6035572,-14.76,52976,0.00,44.88,5133.80,-21.39,52091.80,5271.90,-32.227,742.676,637.695,141.748,-41.229,32.397,1.650,22.200,56.850,0,0,0,450,868,43.43,0.82,0.03,0,
6036961,-14.79,53241,0.00,43.21,5098.45,-21.30,52277.24,5245.48,211.914,373.535,807.617,105.687,-192.221,-45.466,11.100,14.100,60.300,0,0,0,452,864,43.39,0.82,0.03,0,
6038355,-14.82,53494,0.00,42.13,5061.14,-21.18,52556.35,5205.86,20.508,818.359,544.434,3.809,-137.954,-141.870,-14.250,26.100,51.300,0,0,0,224,865,43.39,0.82,0.03,0,
6039745,-14.85,53737,0.00,41.18,5030.09,-21.06,52833.42,5166.69,102.051,987.793,811.523,-25.137,-239.817,-164.336,16.350,39.150,34.650,0,0,0,238,865,43.34,0.82,0.03,0,
6041136,-14.87,53977,0.00,40.66,4993.47,-20.97,53020.08,5140.40,168.457,1000.976,614.746,18.725,-47.649,14.687,-23.250,33.150,34.050,0,0,0,228,865,43.29,0.82,0.03,0,
6042530,-14.90,54252,0.00,40.30,4957.41,-20.85,53302.18,5100.80,184.570,704.101,485.352,30.511,44.397,6.084,11.250,40.200,37.950,0,0,0,145,864,43.41,0.82,0.03,0,
6043920,-14.92,54513,0.00,39.58,4922.17,-20.70,53586.35,5061.09,131.348,622.070,542.480,-17.817,-208.168,-110.718,-19.200,18.300,52.200,0,0,0,117,864,43.36,0.82,0.03,0,
6045310,-14.94,54761,0.00,39.36,4887.07,-20.60,53777.24,5034.51,96.680,617.676,540.527,13.405,150.908,171.137,-9.150,17.850,58.050,0,0,0,190,864,43.31,0.82,0.03,0,
6046712,-14.98,55027,0.00,39.54,4850.19,-20.46,54065.80,4994.47,149.414,900.391,571.289,67.656,-16.885,-17.649,-19.500,19.350,52.950,0,0,0,119,864,43.26,0.82,0.03,0,
6048103,-14.99,55302,0.00,39.03,4811.16,-20.34,54357.00,4954.24,117.187,613.281,433.594,67.344,143.588,149.954,3.300,22.800,57.000,0,0,0,204,864,43.21,0.81,0.03,0,
6049492,-15.01,55586,0.00,39.14,4776.07,-20.21,54650.70,4913.84,161.621,1999.939,1086.426,21.053,4.267,-120.305,-11.250,13.800,59.250,0,0,0,186,853,42.82,0.81,0.03,0,
6050887,-15.04,55827,0.00,39.25,4740.70,-20.11,54845.70,4887.11,-75.195,714.844,652.832,48.962,-180.206,-38.947,5.550,42.000,34.050,0,0,0,228,853,42.77,0.81,0.03,0,
6052278,-15.05,56110,0.00,39.62,4703.73,-19.95,55135.83,4847.49,-67.383,426.269,676.269,-45.023,-250.137,-214.878,-32.700,17.250,41.850,0,0,0,90,853,42.72,0.81,0.03,0,
6053667,-15.07,56380,0.00,39.62,4667.57,-19.76,55435.00,4806.81,173.340,648.926,369.141,109.550,233.435,177.176,4.800,43.500,33.300,0,0,0,96,853,42.67,0.80,0.03,0,
6055060,-15.09,56657,0.00,39.40,4630.75,-19.63,55636.60,4779.50,163.086,549.316,497.070,-45.740,66.412,-55.489,1.200,19.200,60.000,0,0,0,96,849,42.63,0.80,0.03,0,
6056451,-15.11,56915,0.00,39.40,4596.20,-19.44,55934.25,4739.32,-134.766,1200.195,1157.715,65.588,250.130,185.672,-14.550,37.200,37.200,0,0,0,276,849,42.59,0.80,0.03,0,
6057840,-15.12,57180,0.00,39.54,4558.61,-19.24,56232.90,4699.18,415.527,673.828,704.101,-64.962,88.855,41.626,-30.150,26.550,32.400,0,0,0,120,849,42.54,0.80,0.03,0,
6059233,-15.14,57465,0.00,39.51,4524.58,-19.12,56435.61,4672.03,115.723,538.086,541.992,29.084,-162.863,-91.382,-6.750,9.600,61.500,0,0,0,323,849,42.49,0.80,0.03,0,
6060623,-15.15,57728,0.00,39.62,4488.85,-18.90,56740.30,4631.38,-209.473,531.738,755.371,-99.496,-92.214,-111.511,-12.450,27.450,48.600,0,0,0,235,838,42.10,0.79,0.03,0,
6062014,-15.17,57996,0.00,39.84,4455.08,-18.71,57034.82,4592.25,957.519,740.234,297.363,46.260,6.802,96.275,-2.850,17.550,59.550,0,0,0,192,838,42.05,0.79,0.03,0,
6063407,-15.18,58264,0.00,39.69,4418.18,-18.54,57239.41,4565.16,280.273,275.391,475.098,89.534,-13.855,-59.450,5.250,28.050,52.800,0,0,0,637,839,42.05,0.79,0.03,0,
6064797,-15.19,58548,0.00,39.47,4383.88,-18.27,57535.55,4526.09,374.512,674.316,494.629,37.397,-54.344,2.267,-30.900,27.300,29.850,0,0,0,460,839,42.00,0.79,0.03,0,
6066187,-15.20,58812,0.16,39.84,4348.68,-18.04,57831.29,4487.24,-334.961,795.410,402.344,129.450,-233.061,-202.908,-4.950,42.450,17.250,0,0,0,399,839,41.95,0.79,0.03,0,
6067581,-15.21,59088,0.34,39.28,4307.17,-17.79,58145.27,4446.16,189.941,682.129,552.734,74.870,152.847,58.771,0.000,40.800,37.350,0,0,0,284,834,41.86,0.79,0.03,0,
6068972,-15.21,59415,0.53,39.92,4270.20,-17.62,58342.95,4420.39,168.457,662.598,461.426,-61.145,-6.282,132.145,9.300,12.750,63.000,0,0,0,238,834,41.81,0.79,0.03,0,
6070363,-15.22,59688,0.73,40.23,4236.57,-17.38,58641.30,4381.64,176.270,600.586,632.324,-38.527,26.550,78.985,-19.500,24.450,47.850,0,0,0,233,835,41.82,0.79,0.03,0,
6071755,-15.23,59931,0.94,39.84,4203.56,-17.14,58939.60,4343.04,63.965,637.207,590.332,-25.420,204.061,120.412,16.050,14.250,58.950,0,0,0,191,835,41.77,0.79,0.03,0,
6073146,-15.24,60185,1.16,39.92,4172.20,-16.98,59140.05,4317.20,-132.813,411.621,436.523,53.977,250.130,250.130,-18.600,3.600,59.700,0,0,0,155,831,41.73,0.79,0.03,0,
6074536,-15.24,60471,1.39,40.42,4136.64,-16.75,59437.67,4278.96,17.578,1121.094,698.242,250.130,250.130,183.435,10.050,36.000,45.900,0,0,0,139,831,41.68,0.79,0.03,0,
6075929,-15.25,60727,1.60,40.54,4103.10,-16.54,59739.97,4240.28,-449.707,254.395,659.180,-73.565,250.130,-46.321,4.050,41.550,35.850,0,0,0,505,831,41.63,0.79,0.03,0,
6077320,-15.25,61020,1.85,41.18,4065.92,-16.42,59943.50,4214.32,-313.477,1393.066,592.773,49.603,-241.229,-132.817,-5.250,42.900,24.450,0,0,0,504,831,41.58,0.78,0.03,0,
6078709,-15.25,61308,2.08,42.60,4028.50,-16.25,60252.22,4175.08,169.434,815.430,534.180,-15.351,138.473,72.176,-0.900,21.150,57.450,0,0,0,101,826,41.49,0.78,0.03,0,
6080109,-15.26,61613,2.31,42.95,3992.98,-16.05,60558.12,4136.37,-4.395,818.359,234.863,29.550,57.115,1.382,-19.500,36.600,17.700,0,0,0,165,826,41.44,0.78,0.03,0,
6081499,-15.26,61873,2.55,44.03,3961.06,-15.92,60758.76,4111.06,-115.234,1235.352,693.848,-176.382,-151.595,111.664,31.200,15.450,45.900,0,0,0,491,826,41.40,0.78,0.03,0,
6082889,-15.25,62130,2.78,44.36,3930.36,-15.72,61062.46,4072.88,-195.801,620.605,781.738,-125.763,-161.252,-77.809,-14.700,26.700,50.400,0,0,0,425,826,41.35,0.78,0.03,0,
6084283,-15.26,62397,3.02,44.93,3895.70,-15.51,61366.69,4034.79,-19.531,681.641,695.801,-88.214,-140.076,-97.519,19.500,21.750,53.700,0,0,0,227,826,41.51,0.78,0.03,0,
6085672,-15.25,62717,3.23,46.27,3857.72,-15.27,61668.14,3997.19,-127.441,610.352,1022.461,103.786,130.321,151.122,-8.400,37.800,40.650,0,0,0,405,826,41.46,0.78,0.03,0,
6087063,-15.25,62984,3.45,46.32,3825.28,-15.14,61868.82,3972.25,53.711,804.199,702.637,95.313,-45.695,-210.802,2.850,45.000,25.350,0,0,0,287,826,41.41,0.78,0.03,0,
6088455,-15.25,63230,3.67,47.44,3792.33,-14.92,62174.12,3934.43,133.301,848.144,693.848,-28.863,34.878,-58.954,8.250,21.450,58.650,0,0,0,167,826,41.36,0.78,0.03,0,
6089845,-15.24,63497,3.89,47.60,3759.99,-14.72,62487.60,3895.75,-256.348,1107.422,1026.855,173.267,250.130,18.298,5.700,17.250,59.250,0,0,0,0,826,41.31,0.78,0.03,0,
6091236,-15.24,63779,4.09,48.04,3726.54,-14.57,62688.43,3871.05,76.172,841.797,490.723,-87.618,42.061,-97.412,-1.950,27.600,53.550,0,0,0,428,821,41.22,0.78,0.03,0,
6092628,-15.23,64055,4.31,48.65,3692.73,-14.37,62988.84,3834.22,118.652,1008.789,443.848,-24.374,177.649,-66.321,-22.500,21.750,48.900,0,0,0,449,821,41.17,0.78,0.03,0,
6094019,-15.22,64326,4.50,48.21,3660.84,-14.19,63293.29,3797.05,38.574,858.398,753.906,78.229,122.466,-1.977,25.500,35.850,33.000,0,0,0,244,821,41.13,0.78,0.03,0,
6095410,-15.21,64592,4.70,48.91,3631.09,-14.06,63493.17,3772.72,172.363,-18.066,702.637,89.977,123.641,175.298,8.100,-10.200,62.400,0,0,0,126,821,41.08,0.77,0.03,0,
6096800,-15.20,64864,4.89,49.23,3595.59,-13.85,63804.95,3734.90,-257.812,811.035,383.301,144.313,82.069,-175.855,2.100,36.600,40.650,0,0,0,553,814,40.89,0.77,0.03,0,
6098194,-15.20,65184,5.07,49.29,3557.36,-13.61,64113.91,3697.56,-385.254,691.894,86.426,-47.000,14.092,-64.450,28.050,17.550,-10.800,0,0,0,486,815,40.89,0.77,0.03,0,
6099585,-15.18,65441,5.25,49.03,3530.54,-13.39,64415.98,3661.20,-20.508,565.430,461.426,-68.771,-234.664,-200.863,1.650,43.350,23.400,0,0,0,333,817,40.94,0.77,0.03,0,
6100975,-15.17,65689,5.43,49.70,3497.76,-13.24,64614.93,3637.33,8.301,1280.273,1154.785,-83.115,182.771,32.542,23.700,27.750,46.500,0,0,0,245,819,40.99,0.77,0.03,0,
6102370,-15.16,65963,5.61,50.56,3464.16,-13.03,64917.28,3601.16,197.266,1007.324,604.980,18.695,99.092,-7.496,16.650,38.550,31.200,0,0,0,111,809,40.65,0.77,0.03,0,
6103761,-15.15,66229,5.78,50.69,3436.42,-12.83,65206.98,3566.64,-586.914,580.566,599.609,75.466,-250.137,-250.137,15.300,13.050,60.450,0,0,0,86,809,40.60,0.77,0.03,0,
6105152,-15.13,66514,5.96,50.87,3403.74,-12.70,65411.62,3542.32,-86.914,484.863,692.383,47.466,234.305,162.466,-20.850,24.600,43.350,0,0,0,705,809,40.56,0.76,0.03,0,
6106544,-15.12,66774,6.13,50.56,3373.26,-12.50,65704.85,3507.59,-347.656,1461.426,1073.730,12.160,250.130,-212.779,-15.900,29.700,40.650,0,0,0,343,809,40.51,0.76,0.03,0,
6107935,-15.10,67055,6.30,51.06,3339.74,-12.31,66000.97,3472.64,-67.383,617.187,366.211,-123.015,194.084,20.634,-5.550,29.400,49.650,0,0,0,285,809,40.46,0.76,0.03,0,
6109325,-15.08,67319,6.46,51.53,3308.88,-12.21,66201.32,3449.07,-144.531,1254.395,801.269,-229.824,-108.053,-250.137,-24.600,10.050,52.800,0,0,0,129,802,40.27,0.76,0.03,0,
6110720,-15.06,67585,6.63,51.37,3276.97,-12.05,66504.00,3413.57,48.340,1265.625,838.379,-7.084,69.626,71.443,-6.750,35.250,37.500,0,0,0,114,802,40.22,0.76,0.03,0,
6112110,-15.04,67865,6.79,51.09,3246.77,-11.93,66803.44,3378.57,-241.211,1053.223,350.586,233.618,250.130,128.191,3.000,44.100,11.700,0,0,0,91,802,40.17,0.76,0.03,0,
6113501,-15.02,68137,6.97,50.75,3212.89,-11.80,67096.52,3344.44,-174.805,1134.766,638.184,88.519,-81.634,107.916,16.650,26.700,50.850,0,0,0,37,802,40.13,0.76,0.03,0,
6114903,-15.01,68410,7.13,51.34,3181.29,-11.75,67297.62,3321.09,264.648,1105.469,680.664,50.229,-250.137,132.466,-34.050,15.900,34.800,0,0,0,691,801,40.23,0.76,0.03,0,
6116293,-14.98,68677,7.30,51.28,3152.53,-11.63,67608.63,3285.09,-308.105,920.898,938.965,8.664,59.855,-151.031,16.650,38.550,30.750,0,0,0,146,801,40.18,0.76,0.03,0,
6117684,-14.96,68945,7.47,51.03,3121.36,-11.49,67908.72,3250.49,-9.766,715.332,828.125,158.687,-197.305,-24.000,-0.150,-0.150,64.050,0,0,0,135,802,40.19,0.76,0.03,0,
6119077,-14.93,69218,7.64,50.11,3089.49,-11.38,68112.28,3227.08,-250.977,754.394,589.844,17.229,250.130,-25.740,10.500,16.500,59.250,0,0,0,131,802,40.14,0.76,0.03,0,
6120464,-14.90,69534,7.81,48.54,3055.25,-11.26,68418.02,3192.04,58.105,812.500,838.867,-18.733,-105.786,-221.366,3.750,-6.300,63.750,0,0,0,485,796,39.99,0.75,0.03,0,
6121850,-14.87,69815,7.99,48.07,3025.17,-11.12,68721.24,3157.40,-246.094,662.598,759.766,12.008,-250.137,-169.206,3.000,42.150,28.500,0,0,0,245,797,40.00,0.75,0.03,0,
6123241,-14.84,70057,8.19,46.63,2994.96,-10.97,69026.03,3122.72,-610.840,459.473,940.918,-50.397,250.130,141.237,12.900,3.300,62.100,0,0,0,220,797,39.95,0.75,0.03,0,
6124630,-14.81,70343,8.39,45.07,2962.95,-10.86,69237.90,3098.67,-94.238,1916.015,509.766,83.405,137.237,1.321,9.600,41.250,11.850,0,0,0,270,797,39.90,0.75,0.03,0,
6126020,-14.78,70641,8.61,44.08,2930.04,-10.66,69550.81,3063.28,342.285,-945.801,222.656,124.656,30.321,192.374,-23.700,31.950,25.350,0,0,0,112,797,39.86,0.75,0.03,0,
6127414,-14.75,70937,8.83,43.48,2897.46,-10.50,69862.79,3028.12,81.055,509.277,605.469,-45.985,24.924,14.328,-1.950,36.000,42.900,0,0,0,80,789,39.61,0.75,0.03,0,
6128803,-14.72,71209,9.08,43.08,2865.77,-10.38,70074.99,3004.27,-297.852,922.851,663.574,-134.069,185.542,25.893,18.000,19.800,55.500,0,0,0,48,789,39.56,0.75,0.03,0,
6130194,-14.69,71522,9.32,42.43,2830.76,-10.24,70390.86,2968.89,-393.555,975.586,449.219,-250.137,53.046,-23.588,31.800,23.250,41.400,0,0,0,35,789,39.52,0.75,0.03,0,
6131588,-14.65,71817,9.60,41.96,2802.13,-10.06,70698.99,2934.50,390.625,531.250,47.852,132.305,-206.954,-20.458,-27.900,19.200,44.850,0,0,0,63,789,39.47,0.74,0.03,0,
6132977,-14.61,72104,9.88,41.22,2769.98,-9.90,71005.99,2900.35,132.813,811.523,488.281,14.252,40.611,21.542,-0.600,17.850,58.800,0,0,0,48,780,39.17,0.74,0.03,0,
6134366,-14.57,72379,10.18,40.70,2740.33,-9.79,71221.17,2876.48,118.652,567.383,604.004,11.916,29.962,-42.298,14.700,27.000,51.150,0,0,0,32,780,39.13,0.74,0.03,0,
6135759,-14.53,72659,10.48,40.19,2709.80,-9.60,71532.08,2842.11,-287.598,879.394,594.238,-73.939,-44.802,171.863,-7.350,31.950,47.850,0,0,0,19,780,39.08,0.74,0.03,0,
6137150,-14.48,72927,10.81,40.00,2677.19,-9.47,71852.67,2806.79,-272.461,875.488,779.297,-168.748,69.969,98.466,14.700,42.300,22.800,0,0,0,30,780,39.04,0.74,0.03,0,
6138540,-14.46,73252,11.12,39.21,2642.63,-9.40,72066.74,2783.28,-251.953,1104.004,708.984,-13.580,95.237,-5.092,32.100,29.400,30.750,0,9,0,238,777,39.04,0.74,0.03,0,
6139934,-14.45,73571,11.45,39.36,2608.73,-9.26,72396.20,2747.20,-88.379,854.004,556.152,-137.588,237.664,-140.878,-9.300,41.400,26.250,0,0,0,105,777,38.99,0.74,0.03,0,
6141325,-14.40,73854,11.82,39.40,2578.28,-9.07,72724.07,2711.42,-258.301,1379.883,231.445,27.969,187.328,-71.542,22.950,35.400,6.150,0,0,0,151,777,38.95,0.73,0.03,0,
6142715,-14.33,74158,12.19,39.03,2546.10,-8.88,72942.96,2675.39,-88.379,847.656,103.516,60.565,-149.977,-18.351,0.300,40.050,7.200,0,0,0,70,777,38.90,0.73,0.03,0,
6144108,-14.28,74453,12.56,38.46,2513.71,-8.65,73271.53,2651.98,-41.016,853.516,342.773,-61.763,150.565,102.198,-17.700,35.850,18.450,0,4,0,255,778,38.91,0.73,0.03,0,
6145499,-14.25,74739,12.94,38.85,2483.34,-8.45,73595.96,2616.93,-343.750,733.887,215.332,-12.366,250.130,236.756,-10.500,37.500,27.000,0,2,0,223,774,38.85,0.73,0.03,0,
6146889,-14.21,75033,13.32,39.03,2452.32,-8.27,73912.75,2582.82,-157.715,696.777,23.926,-153.359,194.038,41.954,28.650,33.000,23.700,0,6,0,271,775,38.86,0.73,0.03,0,
6148290,-14.17,75331,13.72,38.42,2420.55,-8.16,74129.17,2559.58,-162.109,715.332,255.859,-41.870,-24.496,110.832,-32.400,15.000,37.200,0,0,0,201,775,38.81,0.73,0.03,0,
6149681,-14.11,75627,14.13,38.60,2388.67,-7.95,74457.56,2524.44,-346.680,818.359,145.020,4.702,33.275,99.809,27.300,31.650,38.850,0,0,0,80,775,38.77,0.73,0.03,0,
6151070,-14.05,75942,14.53,38.21,2355.85,-7.75,74792.66,2488.70,-189.941,1079.590,217.773,-115.794,-20.756,-61.092,2.700,35.700,-2.700,0,0,0,84,771,38.72,0.73,0.03,0,
6152464,-13.98,76249,14.97,38.00,2324.80,-7.52,75120.21,2453.89,-116.211,585.937,714.355,-60.908,91.008,152.695,-2.400,31.050,48.000,0,0,0,52,771,38.67,0.73,0.03,0,
6153854,-13.92,76547,15.38,37.80,2293.24,-7.43,75332.53,2431.39,56.152,1207.520,642.578,-28.557,250.130,-2.031,26.700,35.250,28.050,0,11,1,271,771,38.63,0.73,0.03,0,
6155245,-13.91,76839,15.79,37.87,2262.49,-7.23,75665.17,2396.25,-202.637,663.574,648.437,-247.137,250.130,131.344,-0.450,16.950,60.450,0,0,0,124,772,38.63,0.73,0.03,0,
6156636,-13.85,77137,16.24,38.04,2232.16,-7.06,75986.89,2362.37,-235.352,743.164,534.668,14.420,-30.015,-169.336,10.350,10.650,62.400,0,0,0,259,764,38.38,0.72,0.03,0,
6158025,-13.80,77435,16.67,37.76,2202.02,-6.92,76210.03,2338.95,-462.891,646.484,979.004,25.000,130.740,164.847,-6.150,38.550,38.850,0,0,0,87,764,38.34,0.72,0.03,0,
6159414,-13.74,77723,17.10,37.46,2171.25,-6.72,76533.14,2305.13,-171.387,864.746,480.469,-66.519,250.130,143.786,17.850,39.900,10.950,0,9,0,237,764,38.29,0.72,0.03,0,
6160804,-13.71,78015,17.54,37.73,2141.92,-6.47,76856.75,2271.37,-174.316,1144.531,445.312,-42.611,-99.031,-60.977,-9.900,36.600,37.350,0,0,0,196,764,38.25,0.72,0.03,0,
6162199,-13.66,78307,17.99,38.14,2111.64,-6.25,77180.33,2237.73,-234.863,789.062,497.559,-246.504,250.130,229.305,34.350,24.750,33.000,0,11,1,270,764,38.20,0.72,0.03,0,
6163590,-13.61,78615,18.43,38.35,2079.21,-6.09,77400.01,2214.96,9.766,865.234,349.609,-15.221,141.725,65.748,9.900,42.300,12.600,0,0,0,90,758,38.05,0.72,0.03,0,
6164980,-13.52,78924,18.92,37.76,2047.70,-5.89,77733.47,2180.49,-331.543,798.340,298.340,106.443,250.130,9.733,14.850,35.700,-0.900,0,0,0,77,758,38.00,0.72,0.03,0,
6166374,-13.46,79235,19.35,37.97,2015.98,-5.63,78065.67,2146.27,-32.227,986.816,369.629,-18.122,89.863,91.756,-12.450,38.850,27.900,0,0,0,84,758,37.96,0.72,0.03,0,
6167762,-13.40,79546,19.81,37.66,1983.96,-5.44,78400.30,2111.92,-409.180,826.660,517.090,11.634,-138.412,-70.252,22.950,23.250,50.100,0,1,0,258,759,37.97,0.72,0.03,0,
6169153,-13.36,79863,20.24,37.66,1953.66,-5.35,78616.42,2089.80,-335.937,795.410,557.129,21.038,142.550,81.840,0.300,15.900,60.300,0,8,2,216,758,38.06,0.72,0.03,0,
6170547,-13.30,80162,20.69,38.11,1924.35,-5.22,78950.02,2055.74,-214.355,849.121,532.227,-116.244,31.908,5.771,24.900,33.000,14.250,0,0,0,6,758,38.02,0.72,0.03,0,
