millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,ozone concentration,
921561,35.16,96371,11.43,51.18,420.96,-88.867,1003.906,30.762,0.122,0.817,2.550,14.550,40.200,12.150,15,47,3.06,0.06,0.01,0,20,
923142,35.17,96371,11.43,51.03,420.78,-90.332,1005.371,28.809,-0.908,3.786,-1.321,15.300,41.400,12.450,16,47,3.06,0.06,0.01,0,20,
924719,35.19,96372,11.43,51.00,420.69,-86.426,1014.648,18.555,0.427,0.076,-0.053,14.850,41.700,12.450,17,47,3.05,0.06,0.01,0,20,
926296,35.21,96372,11.43,50.78,420.78,-89.844,1002.441,22.949,-0.397,4.947,-2.733,12.900,38.550,12.300,15,47,3.04,0.06,0.01,0,20,
927873,35.22,96372,11.43,50.78,420.61,-91.797,998.047,22.949,-1.298,1.305,0.397,15.150,40.350,13.050,15,47,3.04,0.06,0.01,0,20,
929462,35.24,96374,11.43,50.69,420.69,-102.539,1013.184,37.109,-4.046,5.718,1.137,14.550,39.450,13.500,15,48,3.10,0.06,0.01,0,20,
931039,35.26,96373,11.42,50.26,420.69,-98.145,998.535,23.437,2.168,-0.481,1.603,15.300,39.150,11.700,1,48,3.09,0.06,0.01,0,20,
932616,35.28,96373,11.44,50.41,420.69,-100.586,994.141,28.809,-1.092,3.023,-2.069,13.200,40.350,11.250,0,48,3.09,0.06,0.01,0,20,
934191,35.29,96372,11.42,50.05,420.78,-100.586,994.141,26.855,-1.221,0.924,1.672,14.550,40.200,11.700,0,48,3.08,0.06,0.01,0,20,
935772,35.31,96372,11.42,49.72,420.78,-104.492,1004.394,29.785,-0.107,1.847,-1.298,13.650,40.350,11.850,16,48,3.08,0.06,0.01,0,20,
937348,35.33,96373,11.42,49.43,420.69,-104.980,995.605,26.855,0.855,0.115,1.046,14.850,39.450,11.700,15,48,3.07,0.06,0.01,0,20,
938926,35.34,96373,11.43,49.05,420.78,-87.402,999.512,22.949,2.092,2.084,1.679,13.800,40.950,12.450,14,48,3.07,0.06,0.01,0,20,
940503,35.36,96373,11.42,49.11,420.61,-89.355,999.512,22.461,1.725,1.344,1.397,13.500,40.950,12.450,16,48,3.06,0.06,0.01,0,20,
942084,35.38,96373,11.42,48.88,420.78,-89.355,1006.348,31.250,-0.527,4.275,-1.847,14.700,40.050,11.250,15,48,3.06,0.06,0.01,0,20,
943661,35.39,96372,11.42,48.60,420.78,-94.727,995.117,23.926,0.809,-0.122,1.924,15.150,40.050,13.350,15,48,3.05,0.06,0.01,0,20,
945238,35.41,96371,11.42,48.54,420.87,-90.820,994.141,20.508,-1.603,1.863,-1.893,14.400,40.350,13.050,15,48,3.05,0.06,0.01,0,20,
946814,35.42,96371,11.42,48.63,420.87,-95.215,1002.441,20.996,-0.718,3.947,-1.336,13.950,40.800,12.300,16,49,3.11,0.06,0.01,0,20,
948397,35.44,96372,11.41,48.35,420.78,-95.703,994.141,20.508,-2.038,1.901,-1.954,14.400,40.800,12.300,15,49,3.10,0.06,0.01,0,20,
949974,35.46,96371,11.40,48.51,420.78,-91.797,1002.441,27.832,1.504,-0.397,1.710,12.750,39.900,13.500,15,49,3.10,0.06,0.01,0,20,
951550,35.48,96372,11.40,48.35,420.69,-90.332,996.582,16.602,1.611,1.908,0.901,14.850,40.650,13.200,16,49,3.09,0.06,0.01,0,20,
953131,35.49,96372,11.40,48.49,420.69,-98.145,1005.371,22.949,-2.786,3.282,-3.252,13.950,40.800,12.300,15,49,3.09,0.06,0.01,0,20,
954707,35.51,96372,11.40,48.35,420.87,-104.492,1004.394,36.133,0.496,-0.099,1.267,14.850,41.400,12.450,15,49,3.08,0.06,0.01,0,20,
956283,35.53,96371,11.39,48.35,420.78,-100.586,999.512,28.809,0.321,-0.809,4.267,13.800,39.900,13.500,14,49,3.07,0.06,0.01,0,20,
957860,35.54,96372,11.41,48.40,420.78,-102.051,999.512,26.855,1.924,1.107,0.427,13.650,41.550,12.300,15,49,3.07,0.06,0.01,0,20,
959441,35.56,96370,11.40,48.35,420.87,-95.215,1000.000,32.227,-2.313,3.962,-1.435,14.250,39.450,14.700,16,50,3.13,0.06,0.01,0,20,
961018,35.57,96371,11.40,48.49,420.78,-86.914,987.305,24.414,0.076,1.969,-0.092,14.400,39.600,11.850,15,50,3.12,0.06,0.01,0,20,
962595,35.59,96372,11.38,48.49,420.87,-93.262,1009.766,20.020,-0.672,1.351,-0.985,14.400,40.050,12.300,16,50,3.12,0.06,0.01,0,20,
964173,35.61,96372,11.38,48.43,420.96,-99.609,1002.441,32.715,0.267,1.015,-0.794,14.550,41.400,12.750,15,50,3.11,0.06,0.01,0,20,
965754,35.62,96370,11.38,48.60,420.96,-99.121,990.234,13.672,-0.588,2.191,-0.046,13.800,40.950,13.200,15,51,3.17,0.06,0.01,0,20,
967331,35.64,96370,11.38,48.32,420.96,-90.332,998.535,23.926,-1.840,3.344,0.565,13.500,40.650,12.150,16,51,3.16,0.06,0.01,0,20,
968908,35.66,96371,11.38,48.32,420.87,-106.445,1007.324,31.738,-0.374,2.954,-0.305,16.950,40.800,13.800,15,51,3.16,0.06,0.01,0,20,
970484,35.68,96372,11.38,48.29,420.87,-94.238,996.094,38.574,-0.038,1.328,3.977,13.950,40.800,11.550,15,51,3.15,0.06,0.01,0,20,
972065,35.69,96372,11.37,48.43,420.78,-97.168,996.094,8.789,3.168,0.412,1.832,15.450,41.250,13.050,16,51,3.15,0.06,0.01,0,20,
973642,35.71,96372,11.37,48.40,420.78,-101.562,1005.859,23.926,-2.832,2.389,-0.435,14.550,40.650,12.750,15,51,3.14,0.06,0.01,0,20,
975219,35.73,96372,11.37,48.26,420.78,-111.816,999.023,16.113,-1.534,2.947,-3.282,14.850,42.450,12.450,16,51,3.14,0.06,0.01,0,20,
976796,35.74,96373,11.35,48.37,420.78,-85.937,1000.488,26.855,-2.710,3.573,-1.489,14.550,40.650,12.450,16,51,3.13,0.06,0.01,0,20,
978383,35.76,96371,11.36,48.21,420.96,-93.750,1000.488,23.926,-0.763,2.702,-2.802,14.550,39.150,11.700,16,51,3.13,0.06,0.01,0,20,
979961,35.77,96372,11.36,48.35,420.87,-91.797,996.582,27.344,0.786,0.328,-0.061,14.250,40.650,12.750,14,51,3.12,0.06,0.01,0,20,
981538,35.79,96372,11.36,48.35,420.87,-96.191,992.187,25.879,2.229,1.038,-0.969,14.250,38.700,14.250,15,51,3.12,0.06,0.01,0,20,
983115,35.81,96371,11.35,48.46,420.87,-95.215,1004.394,18.066,0.260,0.687,2.611,14.250,39.450,12.750,16,51,3.11,0.06,0.01,0,20,
984696,35.83,96371,11.35,48.35,420.87,-103.027,992.187,25.391,0.237,0.985,1.351,15.300,40.200,13.950,17,51,3.11,0.06,0.01,0,20,
986273,35.84,96370,11.36,48.21,420.96,-105.957,1000.000,37.598,3.412,1.038,-1.573,13.800,40.200,12.450,16,51,3.10,0.06,0.01,0,20,
987851,35.86,96370,11.34,48.32,420.96,-99.121,1000.488,24.902,-2.176,2.405,-0.214,13.800,40.650,14.250,15,51,3.10,0.06,0.01,0,20,
989428,35.88,96370,11.34,48.43,420.96,-96.680,995.605,39.062,1.328,-0.290,-1.679,13.950,41.250,12.300,1,51,3.09,0.06,0.01,0,20,
991009,35.89,96371,11.33,48.40,420.87,-94.238,998.047,28.320,1.244,0.626,1.725,13.800,39.900,11.700,13,51,3.09,0.06,0.01,0,20,
992586,35.91,96371,11.33,48.32,420.87,9.277,-308.105,-1109.863,-22.382,11.908,15.336,7.500,-7.350,-23.400,2,51,3.08,0.06,0.01,0,20,
994164,35.92,96370,11.34,48.37,420.87,82.031,891.113,-240.234,5.550,-18.137,49.023,7.650,43.800,6.450,17,51,3.08,0.06,0.01,0,20,
995741,35.91,96370,11.34,48.49,420.87,-0.488,573.242,-854.004,45.771,0.267,-49.947,5.100,32.400,-14.400,18,51,3.07,0.06,0.01,0,20,
997322,35.91,96371,11.34,48.51,420.87,-85.937,1015.137,33.203,-1.893,2.443,-4.542,15.450,40.050,14.100,14,51,3.07,0.06,0.01,0,20,
998899,35.92,96371,11.33,48.57,420.87,-90.332,1009.766,38.574,1.725,0.504,-1.634,13.200,41.550,12.300,15,51,3.06,0.06,0.01,0,20,
1000477,35.94,96371,11.36,48.63,420.87,-76.660,1003.906,34.668,-0.084,0.481,-0.183,14.400,40.800,15.150,15,51,3.06,0.06,0.01,0,20,
1002059,35.96,96371,11.38,48.40,420.78,-89.844,1002.441,32.227,-1.206,0.534,-1.565,13.200,41.250,12.300,15,51,3.05,0.06,0.01,0,20,
1003640,35.98,96371,11.37,48.32,420.87,-86.914,998.047,34.180,1.824,-0.076,1.817,13.500,40.200,12.750,20,51,3.05,0.06,0.01,0,20,
1005217,36.00,96371,11.39,48.32,420.78,-89.355,992.187,39.062,-0.305,1.542,-0.954,14.700,41.250,11.850,17,51,3.04,0.06,0.01,0,20,
1006795,36.01,96370,11.38,48.26,420.87,-90.332,993.164,34.668,-1.473,-0.084,-2.374,15.150,41.250,13.800,15,51,3.04,0.06,0.01,0,20,
1008372,36.03,96371,11.37,48.35,420.96,-95.703,1000.976,31.250,1.542,-0.725,-3.130,13.050,40.200,13.500,14,51,3.04,0.06,0.01,0,20,
1009953,36.04,96370,11.37,48.46,420.96,-88.379,1000.976,36.133,-1.672,2.084,1.893,13.950,42.300,13.800,17,51,3.03,0.06,0.01,0,20,
1011531,36.05,96369,11.37,48.18,420.96,-98.145,999.023,41.016,1.603,-0.282,-0.260,14.400,39.600,12.600,15,51,3.03,0.06,0.01,0,20,
1013108,36.07,96369,11.37,48.12,420.96,-82.520,998.535,37.109,1.771,-1.137,1.885,14.700,40.800,13.050,15,51,3.02,0.06,0.01,0,20,
1014686,36.08,96370,11.37,48.12,420.96,-90.820,999.512,20.508,-1.443,2.374,-0.206,13.950,40.350,12.600,15,51,3.02,0.06,0.01,0,20,
1016267,36.10,96370,11.37,48.10,420.96,-81.543,999.023,35.645,0.939,0.695,0.855,15.300,39.900,13.500,15,51,3.01,0.06,0.01,0,20,
1017844,36.11,96369,11.36,48.29,420.96,-93.262,999.023,30.762,-0.305,0.725,2.450,14.550,40.650,14.250,15,51,3.01,0.06,0.01,0,20,
1019419,36.13,96369,11.36,48.10,420.96,-81.543,998.047,34.668,-0.450,1.809,-3.313,14.700,40.800,13.800,15,51,3.00,0.06,0.01,0,20,
1020997,36.15,96370,11.35,48.24,420.87,-88.867,998.047,31.250,-0.458,-0.817,-1.168,14.250,40.200,14.250,15,51,3.00,0.06,0.01,0,20,
1022579,36.16,96369,11.36,48.15,421.04,-89.844,1000.488,41.504,2.756,1.420,0.580,14.400,40.350,12.600,15,53,3.11,0.06,0.01,0,20,
1024156,36.18,96369,11.36,47.99,421.04,-85.937,985.351,29.785,0.473,3.107,-1.427,13.650,41.250,12.600,15,53,3.11,0.06,0.01,0,20,
1025733,36.19,96368,11.35,48.18,421.22,-86.914,1000.488,41.504,-1.710,1.473,-1.992,15.600,40.650,13.200,16,53,3.10,0.06,0.01,0,20,
1027310,36.21,96368,11.35,48.18,421.22,-84.473,997.559,27.344,-2.565,2.870,0.107,13.650,39.600,13.050,16,53,3.10,0.06,0.01,0,20,
1028899,36.22,96366,11.36,48.26,421.22,-81.055,1000.000,29.297,0.916,1.008,0.374,14.700,40.800,13.800,15,53,3.09,0.06,0.01,0,20,
1030476,36.24,96367,11.35,48.15,421.22,-84.961,1006.836,37.598,1.282,-0.366,0.145,14.700,42.000,11.850,17,53,3.09,0.06,0.01,0,20,
1032053,36.26,96367,11.33,48.21,421.22,-93.750,999.023,38.574,0.824,-0.053,0.214,14.700,40.050,13.800,15,53,3.08,0.06,0.01,0,20,
1033631,36.27,96368,11.35,48.10,421.04,-82.031,1009.766,31.738,0.573,1.023,3.611,14.850,40.650,13.200,16,53,3.08,0.06,0.01,0,20,
1035211,36.29,96368,11.34,48.21,421.22,-82.031,991.211,42.480,-1.122,2.069,-2.588,13.500,41.400,13.200,15,53,3.07,0.06,0.01,0,20,
1036789,36.30,96368,11.34,48.32,421.22,-92.773,997.559,36.133,-2.374,2.557,-1.252,14.700,39.600,13.350,15,53,3.07,0.06,0.01,0,20,
1038366,36.32,96367,11.35,48.10,421.22,-89.844,1000.976,21.973,0.710,2.779,0.336,13.800,40.950,12.150,14,53,3.06,0.06,0.01,0,20,
1039942,36.34,96367,11.35,48.12,421.13,-77.637,1010.254,40.039,-2.038,1.290,-3.412,13.500,41.400,13.200,15,53,3.06,0.06,0.01,0,20,
1041523,36.35,96367,11.34,48.12,421.22,-94.727,1003.418,28.809,-3.977,2.748,-1.466,14.550,42.150,13.500,15,53,3.05,0.06,0.01,0,20,
1043100,36.37,96369,11.33,48.21,421.13,-86.914,1000.000,40.527,0.893,-1.061,1.160,14.700,39.300,13.050,15,54,3.11,0.06,0.01,0,20,
1044677,36.38,96368,11.34,48.12,421.13,-94.238,1002.441,41.504,0.763,0.687,0.260,14.550,41.400,13.500,15,54,3.10,0.06,0.01,0,20,
1046255,36.40,96368,11.33,48.10,421.04,-95.215,992.187,33.203,-1.008,-0.588,0.427,14.400,42.750,14.400,15,54,3.10,0.06,0.01,0,20,
1047836,36.41,96369,11.32,48.18,421.04,-84.961,1000.976,29.785,-0.511,2.618,-2.015,14.550,41.400,12.150,15,54,3.09,0.06,0.01,0,20,
1049413,36.43,96370,11.34,48.18,420.96,-87.402,1000.976,36.621,-1.084,0.298,2.725,13.800,40.950,14.250,15,55,3.15,0.06,0.01,0,20,
1050988,36.45,96370,11.31,48.21,420.96,-83.984,1004.883,40.039,0.153,1.458,0.740,13.950,40.800,12.600,15,55,3.14,0.06,0.01,0,20,
1052566,36.46,96369,11.31,48.21,421.04,-90.332,1002.441,32.715,-1.794,4.603,-2.031,14.250,41.400,13.950,16,55,3.14,0.06,0.01,0,20,
1054147,36.48,96369,11.31,48.21,421.04,-93.262,998.047,23.926,-1.832,2.733,-4.229,13.050,40.950,13.200,15,55,3.13,0.06,0.01,0,20,
1055724,36.49,96369,11.31,48.24,421.04,-87.891,1000.976,34.668,-0.473,1.473,-2.817,15.150,42.000,13.350,16,55,3.13,0.06,0.01,0,20,
1057302,36.51,96369,11.30,48.65,420.96,-87.891,1003.906,33.203,1.427,2.115,2.496,15.450,40.350,13.350,16,55,3.12,0.06,0.01,0,20,
1058879,36.52,96369,11.30,48.49,420.96,-90.820,1003.906,36.133,2.939,0.954,-0.733,15.900,40.800,11.850,16,55,3.12,0.06,0.01,0,20,
1060460,36.54,96369,11.29,48.15,420.96,-84.473,1000.000,34.180,-0.511,0.458,-0.412,15.300,40.950,13.200,14,55,3.11,0.06,0.01,0,20,
1062037,36.55,96370,11.28,48.04,420.96,-98.633,999.512,31.738,-2.221,2.450,-3.328,15.900,41.250,13.050,15,55,3.11,0.06,0.01,0,20,
1063613,36.57,96369,11.28,48.12,420.96,-84.961,1013.184,34.668,-0.878,3.397,1.076,13.950,41.250,12.600,15,55,3.10,0.06,0.01,0,20,
1065191,36.58,96369,11.28,48.60,421.04,-94.727,1005.859,47.363,-2.634,1.870,0.527,13.200,42.300,12.300,15,55,3.10,0.06,0.01,0,20,
1066772,36.60,96369,11.28,48.10,421.04,-88.379,997.070,41.504,-1.489,3.672,-1.206,13.050,42.150,15.000,16,55,3.09,0.06,0.01,0,20,
1068349,36.61,96368,11.28,48.49,421.13,-88.867,1005.371,26.367,-1.336,3.099,-1.351,13.950,41.250,12.300,15,55,3.09,0.06,0.01,0,20,
1069925,36.63,96368,11.27,48.51,421.13,-92.773,990.723,32.227,-0.817,0.573,0.550,14.250,41.400,12.450,1,55,3.08,0.06,0.01,0,20,
1071502,36.64,96367,11.26,48.12,421.22,-85.937,1007.812,44.434,-1.115,2.672,0.481,11.550,39.150,12.150,0,55,3.08,0.06,0.01,0,20,
1073083,36.66,96367,11.26,48.54,421.13,-83.496,993.652,35.645,-1.122,3.260,-1.794,14.850,39.450,13.500,1,55,3.08,0.06,0.01,0,20,
1074660,36.67,96368,11.27,48.54,421.04,-89.355,1004.883,35.645,0.427,-0.397,-1.969,14.550,40.200,12.750,0,55,3.07,0.06,0.01,0,20,
1076237,36.68,96368,11.27,48.07,421.13,-88.867,990.723,33.203,0.313,-1.008,-0.878,13.500,39.900,13.200,1,55,3.07,0.06,0.01,0,20,
1077812,36.70,96368,11.26,48.10,421.13,-89.355,1014.648,40.039,-0.733,0.634,0.160,14.700,41.250,11.850,0,55,3.06,0.06,0.01,0,20,
1079401,36.71,96368,11.26,48.18,421.13,-80.566,1003.418,26.855,-0.725,4.725,-2.511,14.850,40.950,13.200,0,55,3.06,0.06,0.01,0,20,
1080978,36.73,96368,11.25,48.43,421.13,-89.355,991.699,39.062,2.351,0.573,0.527,12.450,40.350,14.100,0,55,3.05,0.06,0.01,0,20,
1082555,36.74,96368,11.26,48.15,421.04,-85.937,992.676,36.621,-1.275,3.305,-1.305,15.150,40.350,12.600,0,55,3.05,0.06,0.01,0,20,
1084133,36.76,96369,11.25,48.15,420.96,-86.426,995.605,31.250,-2.145,2.351,-2.901,12.750,40.200,14.700,0,55,3.04,0.06,0.01,0,20,
1085711,36.77,96370,11.23,48.51,421.04,-89.355,993.652,45.898,0.817,1.130,1.221,14.550,40.950,13.500,2,55,3.04,0.06,0.01,0,20,
1087288,36.79,96369,11.23,48.49,421.13,-91.309,1009.277,36.621,-2.511,3.458,-2.168,15.450,40.350,14.100,15,55,3.04,0.06,0.01,0,20,
1088865,36.80,96368,11.23,48.43,421.04,-87.891,995.117,36.133,2.382,1.489,1.588,15.150,40.800,13.350,14,55,3.03,0.06,0.01,0,20,
1090446,36.82,96367,11.24,48.04,421.13,-92.773,1012.207,42.969,-3.939,3.557,-3.878,14.850,40.650,12.750,15,56,3.08,0.06,0.01,0,20,
1092022,36.83,96367,11.22,48.12,421.13,-84.473,1000.488,36.621,0.168,0.275,-1.969,15.150,40.800,13.350,0,56,3.08,0.06,0.01,0,20,
1093599,36.85,96368,11.22,48.15,421.13,-83.496,1004.394,37.109,-2.053,3.053,-2.053,14.700,40.800,12.600,0,56,3.07,0.06,0.01,0,20,
1095176,36.86,96367,11.21,48.54,421.13,-90.332,1001.465,35.645,0.573,0.351,2.359,14.250,40.950,12.750,3,56,3.07,0.06,0.01,0,20,
1096758,36.87,96369,11.20,47.99,421.13,-79.102,1000.000,30.273,2.328,1.756,2.160,15.150,42.000,13.050,0,56,3.06,0.06,0.01,0,20,
1098335,36.89,96369,11.21,47.82,420.96,-89.355,1002.441,37.598,-1.061,1.420,-3.458,13.650,42.000,13.050,0,56,3.06,0.06,0.01,0,20,
1099912,36.91,96370,11.20,48.07,421.04,-92.285,994.141,29.297,-3.458,1.321,-4.130,12.900,42.000,14.100,0,56,3.06,0.06,0.01,0,20,
1101489,36.92,96369,11.20,48.04,421.04,-83.008,1014.160,29.785,-0.962,4.573,-1.939,12.450,39.300,13.050,2,56,3.05,0.06,0.01,0,20,
1103068,36.93,96369,11.19,48.32,421.04,-90.820,1002.441,31.738,0.550,1.542,-0.992,14.250,39.900,13.950,15,56,3.05,0.06,0.01,0,20,
1104646,36.95,96369,11.20,48.40,421.13,-81.055,998.047,37.598,0.664,-0.084,-0.786,14.250,40.950,13.500,0,56,3.04,0.06,0.01,0,20,
1106224,36.96,96369,11.19,48.29,421.13,-89.844,994.629,34.668,0.985,0.473,0.695,13.800,39.450,13.950,0,56,3.04,0.06,0.01,0,20,
1107801,36.98,96369,11.19,48.40,421.04,-96.680,984.863,20.020,-2.748,3.313,-1.771,13.650,41.250,13.050,15,56,3.03,0.06,0.01,0,20,
1109382,36.99,96368,11.19,48.35,421.04,-100.098,999.512,30.273,0.908,0.588,0.351,15.300,42.150,13.500,8,56,3.03,0.06,0.01,0,20,
1110957,37.01,96369,11.19,48.15,421.04,-98.633,1000.488,44.434,-0.176,2.695,1.695,14.850,40.950,13.500,1,58,3.13,0.06,0.01,0,20,
1112532,37.02,96370,11.20,48.18,420.96,-96.191,1002.441,38.574,2.580,0.542,-0.496,13.200,39.600,13.800,12,60,3.24,0.06,0.01,0,20,
1114109,37.03,96370,11.19,48.26,421.04,-88.867,996.094,39.551,1.595,-0.756,1.962,13.050,39.900,13.950,7,60,3.23,0.06,0.01,0,20,
1115691,37.05,96369,11.20,47.90,421.04,-95.703,998.047,30.273,0.863,1.435,0.473,13.800,40.950,13.200,0,60,3.23,0.06,0.01,0,20,
1117267,37.06,96368,11.20,48.12,421.13,-73.242,996.582,34.668,-0.489,0.527,-0.947,14.250,42.150,11.700,1,60,3.22,0.06,0.01,0,20,
1118844,37.08,96368,11.20,48.26,421.13,-74.707,997.070,26.367,0.351,-0.863,-0.672,15.300,41.700,13.500,0,60,3.22,0.06,0.01,0,20,
1120422,37.09,96368,11.19,48.04,421.13,-86.426,997.070,42.969,-1.893,2.153,-2.420,16.650,40.800,13.800,0,60,3.21,0.06,0.01,0,20,
1122003,37.10,96368,11.20,48.21,421.13,-96.680,987.305,37.598,-2.366,3.931,-3.809,13.800,42.150,12.450,0,60,3.21,0.06,0.01,0,20,
1123580,37.12,96368,11.19,48.32,421.04,-90.820,993.164,29.785,-1.344,2.290,1.679,13.800,40.950,14.700,0,60,3.20,0.06,0.01,0,20,
1125157,37.13,96369,11.19,48.37,421.04,-106.934,1007.812,31.250,-2.359,2.939,-1.817,13.200,40.350,13.800,8,60,3.20,0.06,0.01,0,20,
1126734,37.14,96369,11.18,48.21,421.13,-93.262,1011.719,32.227,-1.305,3.916,1.664,14.550,42.150,12.750,18,60,3.20,0.06,0.01,0,20,
1128324,37.16,96368,11.17,48.04,421.13,-85.449,1017.578,30.273,3.092,0.458,0.092,14.700,40.050,13.800,17,60,3.19,0.06,0.01,0,20,
1129901,37.17,96369,11.16,48.10,420.96,-98.145,1004.394,28.320,0.679,0.443,1.557,14.700,40.800,13.050,12,60,3.19,0.06,0.01,0,20,
1131478,37.18,96370,11.17,48.43,420.96,-91.797,999.512,28.320,1.046,0.809,-0.061,14.400,40.800,11.850,1,60,3.18,0.06,0.01,0,20,
1133054,37.20,96371,11.15,48.07,420.87,-89.355,1001.953,28.809,-1.595,0.695,-0.031,13.800,41.700,14.250,0,60,3.18,0.06,0.01,0,20,
1134636,37.21,96370,11.16,48.15,420.87,-86.426,1007.812,37.598,1.489,2.282,-1.863,13.200,39.600,14.400,0,60,3.17,0.06,0.01,0,20,
1136211,37.22,96369,11.15,48.24,420.96,-89.844,996.094,25.391,-1.832,2.489,-1.229,15.600,39.900,13.200,0,60,3.17,0.06,0.01,0,20,
1137788,37.24,96369,11.15,47.90,421.04,-90.332,1000.976,34.668,0.450,0.847,1.382,12.900,41.550,14.100,0,60,3.16,0.06,0.01,0,20,
1139366,37.25,96369,11.15,48.26,421.04,-86.426,1008.301,27.344,0.748,1.542,-0.038,13.650,40.050,13.350,1,60,3.16,0.06,0.01,0,20,
1140947,37.26,96369,11.14,48.04,420.96,-82.031,1003.418,20.996,1.725,1.397,-1.542,14.700,41.550,13.050,1,60,3.16,0.06,0.01,0,20,
1142524,37.28,96368,11.14,48.15,421.04,-78.613,1000.976,35.156,-0.237,1.649,0.534,15.300,40.950,13.950,4,60,3.15,0.06,0.01,0,20,
1144101,37.29,96369,11.14,48.12,421.04,-95.703,986.816,30.273,1.092,0.924,0.473,13.650,41.250,13.800,15,60,3.15,0.06,0.01,0,20,
1145678,37.30,96367,11.14,48.26,421.13,-88.867,1009.277,33.691,0.267,3.229,-0.092,13.950,40.800,12.600,15,60,3.14,0.06,0.01,0,20,
1147260,37.31,96368,11.13,48.21,421.13,-88.867,1000.488,27.344,1.000,0.137,-0.687,14.850,39.450,13.500,15,60,3.14,0.06,0.01,0,20,
1148838,37.33,96368,11.13,47.99,421.04,-92.773,1009.766,33.691,2.046,0.191,-0.305,14.550,40.950,13.200,15,60,3.13,0.06,0.01,0,20,
1150415,37.34,96368,11.14,48.24,421.13,-92.773,1009.277,35.645,-2.870,2.580,-1.733,15.300,40.650,13.200,14,60,3.13,0.06,0.01,0,20,
1151993,37.35,96369,11.14,48.15,421.04,-100.586,996.094,31.250,-0.969,2.603,-0.611,15.450,40.800,12.600,14,60,3.13,0.06,0.01,0,20,
1153574,37.36,96368,11.13,48.10,421.13,-90.332,997.070,35.645,1.748,-0.260,0.244,14.700,38.550,14.100,16,60,3.12,0.06,0.01,0,20,
1155151,37.37,96367,11.12,48.04,421.04,-87.891,998.535,38.574,0.748,0.947,0.221,16.650,42.000,13.050,17,61,3.17,0.06,0.01,0,20,
1156728,37.38,96369,11.12,48.18,421.13,-84.961,1006.348,31.250,-1.656,2.817,0.313,16.650,41.550,13.350,15,61,3.16,0.06,0.01,0,20,
1158306,37.40,96369,11.10,48.24,421.04,-85.449,997.070,31.738,0.466,0.916,-5.122,14.550,40.950,12.150,15,61,3.16,0.06,0.01,0,20,
1159887,37.41,96368,11.10,48.18,421.13,-77.637,1000.976,39.062,-1.252,0.107,-1.832,13.650,40.350,13.350,17,61,3.16,0.06,0.01,0,20,
1161464,37.42,96368,11.09,48.24,421.04,-77.148,998.535,45.410,0.519,2.588,0.206,13.200,39.300,13.050,15,62,3.20,0.06,0.01,0,20,
1163041,37.43,96369,11.09,48.10,421.04,-89.355,1011.719,45.410,-3.130,2.824,-1.794,14.250,40.650,11.700,15,62,3.20,0.06,0.01,0,20,
1164619,37.45,96368,11.09,48.15,421.13,-86.914,1011.719,31.738,1.084,0.511,-1.519,13.950,40.350,14.400,15,62,3.19,0.06,0.01,0,20,
1166200,37.46,96368,11.07,48.04,421.13,-95.703,1001.953,42.480,2.450,0.542,-0.504,14.850,40.650,13.200,15,62,3.19,0.06,0.01,0,20,
1167777,37.47,96368,11.05,48.12,421.13,-90.332,997.559,28.809,0.351,-1.031,-3.649,13.800,41.700,13.950,16,63,3.24,0.06,0.01,0,20,
1169354,37.48,96367,11.04,48.04,421.22,-88.867,999.023,37.109,2.031,1.641,1.473,15.600,39.900,11.700,15,63,3.23,0.06,0.01,0,20,
1170930,37.49,96367,11.03,48.12,421.30,-83.984,1002.441,36.621,2.000,0.672,-1.313,14.700,41.550,13.800,16,63,3.23,0.06,0.01,0,20,
1172511,37.50,96366,11.03,48.21,421.30,-83.008,990.234,42.480,-1.947,2.206,-3.931,12.900,40.800,14.400,14,63,3.22,0.06,0.01,0,20,
1174088,37.51,96364,11.02,48.12,421.39,-83.008,1003.906,34.668,0.840,-0.366,0.618,14.400,41.250,13.050,17,63,3.22,0.06,0.01,0,20,
1175665,37.52,96365,10.99,48.01,421.22,-89.844,993.652,35.645,-2.550,3.153,-3.176,14.700,41.550,12.600,14,63,3.22,0.06,0.01,0,20,
1177242,37.54,96367,10.99,48.26,421.13,-79.102,1004.883,31.250,-1.870,3.160,-0.069,15.300,40.200,13.500,1,63,3.21,0.06,0.01,0,20,
1178829,37.55,96368,10.98,48.40,421.13,-87.402,1000.000,29.785,-3.702,4.733,-0.595,13.500,40.950,12.450,0,63,3.21,0.06,0.01,0,20,
1180406,37.56,96367,10.97,48.10,421.13,-88.379,1000.488,26.855,4.519,0.046,-0.885,14.550,41.400,13.500,0,63,3.20,0.06,0.01,0,20,
1181983,37.57,96367,10.94,48.29,421.13,-100.098,1002.930,32.715,1.351,1.069,-2.061,14.400,40.050,12.300,0,63,3.20,0.06,0.01,0,20,
1183561,37.58,96367,10.93,48.46,421.22,-82.031,998.047,25.879,2.084,0.427,2.214,13.950,39.600,13.350,0,63,3.19,0.06,0.01,0,20,
