millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,ozone concentration,
5269897,-2.06,14671,0.19,150.49,13643.08,1016.601,0.000,49.805,-21.160,5.160,0.962,-51.450,20.550,-2.850,47,836,41.95,0.79,0.03,0,262,
5271477,-2.08,14652,0.20,149.15,13651.04,989.746,51.270,-34.668,-68.809,6.321,0.748,-52.500,24.750,15.900,36,838,41.99,0.79,0.03,0,262,
5273058,-2.10,14633,0.21,150.22,13658.62,988.769,15.625,-13.672,-63.603,3.725,0.145,-51.750,-9.900,25.350,0,839,41.99,0.79,0.03,0,263,
5274639,-2.12,14612,0.20,150.09,13666.61,1009.277,13.672,63.965,-34.649,-0.595,9.221,-49.500,-15.600,0.300,0,839,42.14,0.79,0.03,0,264,
5276223,-2.14,14594,0.24,150.09,13673.80,1010.254,44.434,11.230,-99.824,-0.504,0.336,-46.950,19.350,-14.400,16,839,42.09,0.79,0.03,1,264,
5277804,-2.16,14575,0.23,150.77,13681.41,1019.531,44.434,50.293,-43.687,-4.397,-1.832,-48.000,10.950,38.100,0,841,42.13,0.79,0.03,0,264,
5279385,-2.18,14557,0.23,150.90,13689.02,997.070,43.945,-8.789,2.489,-3.687,6.473,-53.250,-2.550,31.500,1,843,42.18,0.80,0.03,0,264,
5280966,-2.20,14537,0.24,150.90,13696.64,992.676,-9.766,41.504,-41.115,2.023,-1.832,-52.350,-4.650,33.600,0,845,42.43,0.80,0.03,0,265,
5282550,-2.22,14520,0.24,150.63,13703.86,1031.250,53.711,41.992,-70.855,0.626,7.969,-51.750,-11.700,0.300,0,846,42.43,0.80,0.03,0,265,
5284129,-2.24,14503,0.24,150.49,13710.29,1002.441,93.750,-10.742,-54.130,-0.214,1.977,-49.200,22.500,-9.000,59,847,42.42,0.80,0.03,0,265,
5285710,-2.26,14485,0.26,149.55,13717.53,1009.766,-34.180,-9.766,5.931,5.664,4.053,-50.700,26.700,3.150,61,849,42.47,0.80,0.03,0,265,
5287290,-2.28,14466,0.26,149.69,13725.18,1033.203,7.812,77.148,-88.427,6.656,6.947,-51.450,14.100,34.500,0,849,42.62,0.80,0.03,0,265,
5288883,-2.31,14447,0.27,151.04,13733.24,987.793,34.180,41.016,-124.046,0.740,-2.466,-51.450,-2.550,-9.750,0,851,42.67,0.80,0.03,0,264,
5290464,-2.32,14427,0.28,150.90,13740.90,1041.504,-0.977,45.898,-59.313,-6.191,-4.122,-51.000,28.200,18.150,1,851,42.61,0.80,0.03,1,264,
5292046,-2.34,14408,0.28,151.72,13748.98,1021.484,0.977,91.797,-81.427,-3.817,-3.763,-48.750,12.900,39.150,0,854,42.70,0.81,0.03,0,264,
5293630,-2.36,14388,0.28,150.90,13756.66,1009.766,58.105,56.152,-18.763,-1.626,-1.191,-52.500,-16.350,15.900,0,851,42.71,0.81,0.03,0,264,
5295211,-2.38,14367,0.30,152.83,13765.57,1011.230,-46.875,37.109,-96.901,-5.275,-11.763,-52.350,2.400,-10.650,0,854,42.81,0.81,0.03,0,263,
5296792,-2.39,14346,0.30,153.67,13774.48,1011.719,-47.852,93.262,-90.374,-0.458,4.924,-48.450,14.400,38.850,2,854,42.75,0.81,0.03,0,263,
5298373,-2.41,14323,0.30,153.53,13783.00,1042.969,34.180,-23.926,-38.885,10.725,-3.519,-50.400,-15.450,22.650,0,854,42.91,0.81,0.03,0,263,
5299957,-2.43,14303,0.31,153.95,13791.94,1000.976,-3.906,39.062,17.435,8.954,-2.389,-50.700,-15.600,23.550,0,854,42.85,0.81,0.03,0,262,
5301538,-2.45,14281,0.31,154.38,13800.08,943.848,72.266,-26.855,87.771,8.931,-2.313,-49.500,20.100,34.500,0,854,42.79,0.81,0.03,1,262,
5303119,-2.47,14260,0.31,155.81,13809.04,986.328,104.492,4.883,54.000,1.863,-8.580,-47.700,23.250,-9.000,3,856,42.84,0.81,0.03,0,261,
5304700,-2.49,14240,0.32,157.13,13816.38,1006.836,36.133,44.922,-11.473,4.504,4.908,-49.800,5.850,-12.450,1,862,43.30,0.82,0.03,0,261,
5306285,-2.50,14221,0.32,157.57,13824.54,1015.137,34.180,-8.789,-9.061,-0.397,2.794,-52.200,17.550,-6.450,49,865,43.39,0.82,0.03,0,260,
5307866,-2.52,14203,0.33,156.69,13831.89,1013.184,3.418,28.320,121.489,11.603,-0.328,-54.000,-12.900,8.700,0,865,43.33,0.82,0.03,1,259,
5309447,-2.54,14185,0.33,156.25,13839.26,1035.156,-113.770,92.773,194.504,4.038,-8.603,-52.950,8.700,-6.150,5,866,43.33,0.82,0.03,0,259,
5311028,-2.56,14168,0.41,158.02,13846.22,1035.156,-11.230,66.895,36.427,-1.092,7.863,-50.250,-10.650,33.750,0,866,43.49,0.82,0.03,0,258,
5312608,-2.57,14150,0.33,156.98,13853.59,1009.766,20.508,20.996,-3.931,0.153,-4.275,-50.700,-7.950,33.300,0,868,43.53,0.82,0.03,0,257,
5314187,-2.59,14131,0.33,157.72,13862.21,1062.500,-12.695,59.570,56.947,-4.557,-7.092,-50.850,18.900,34.650,2,871,43.62,0.82,0.03,0,256,
5315768,-2.61,14110,0.35,156.84,13870.42,1022.949,-8.301,-35.156,31.977,-5.725,4.137,-50.100,27.300,4.800,57,873,43.66,0.82,0.03,0,255,
5317352,-2.63,14088,0.35,157.28,13880.30,1039.551,23.437,-24.902,-19.595,12.351,0.809,-51.450,29.550,8.850,62,871,43.73,0.82,0.03,1,254,
5318932,-2.65,14062,0.35,157.28,13890.59,1021.973,90.332,84.961,37.092,11.748,0.198,-49.050,32.550,11.700,4,874,43.82,0.83,0.03,0,253,
5320511,-2.66,14037,0.35,158.62,13900.49,970.215,-18.555,32.715,-11.366,2.229,-2.229,-49.800,27.300,-0.450,16,877,43.91,0.83,0.03,0,252,
5322092,-2.68,14013,0.35,159.52,13911.23,1055.664,86.426,102.539,-35.221,-9.313,-1.893,-49.350,31.500,13.200,3,878,43.90,0.83,0.03,0,251,
5323677,-2.70,13988,0.35,160.13,13920.74,1024.902,25.391,-45.410,37.237,-3.802,-0.237,-49.500,30.900,7.200,65,878,44.06,0.83,0.03,0,251,
5325258,-2.72,13964,0.36,161.68,13931.51,997.070,42.480,24.414,45.206,2.710,-10.756,-50.700,-0.750,-11.550,0,880,44.11,0.83,0.03,0,250,
5326839,-2.73,13937,0.35,163.10,13942.30,1070.801,50.781,79.102,26.863,-4.183,-6.763,-52.950,-6.450,-4.350,1,882,44.15,0.83,0.03,0,250,
5328419,-2.75,13912,0.36,163.57,13953.52,984.375,-38.086,66.895,96.580,-0.870,1.550,-53.250,-14.100,19.200,0,879,44.16,0.83,0.03,0,249,
5330000,-2.77,13884,0.37,164.54,13964.34,1019.531,35.645,98.145,102.527,-1.695,3.725,-50.400,27.300,10.650,3,885,44.40,0.84,0.03,0,248,
5331581,-2.78,13857,0.37,165.19,13976.01,1023.437,73.242,39.062,122.679,10.870,-1.924,-50.250,-7.950,32.550,0,886,44.40,0.84,0.03,0,248,
5333161,-2.80,13831,0.37,165.68,13986.44,974.609,103.516,42.480,106.023,4.641,-0.672,-50.700,15.150,-8.700,33,888,44.44,0.84,0.03,0,247,
5334740,-2.82,13802,0.38,166.50,13998.99,1015.137,-3.906,102.051,36.321,5.443,-4.443,-50.850,-16.500,17.250,0,889,44.65,0.84,0.03,0,247,
5336334,-2.84,13774,0.41,167.33,14010.72,969.726,8.789,-35.645,55.656,-4.084,6.458,-51.750,-10.950,27.150,0,889,44.59,0.84,0.03,1,246,
5337915,-2.85,13745,0.37,171.62,14023.30,965.820,-13.184,40.039,11.191,0.198,-8.344,-53.100,2.850,33.150,0,892,44.68,0.84,0.03,0,245,
5339495,-2.87,13717,0.38,174.12,14034.65,998.047,15.625,-37.598,96.504,0.802,-11.046,-52.350,26.100,16.050,24,893,44.67,0.84,0.03,0,245,
5341079,-2.89,13691,0.39,173.94,14045.59,972.656,22.949,4.395,115.282,6.626,0.115,-48.750,-21.300,14.850,0,896,44.99,0.85,0.03,0,244,
5342660,-2.90,13666,0.38,173.04,14055.70,949.707,94.727,29.297,8.733,0.069,6.382,-48.300,11.250,40.500,0,898,45.03,0.85,0.03,0,243,
5344240,-2.92,13643,0.38,173.94,14064.99,911.621,1.465,2.441,-15.832,-9.603,11.168,-49.950,-14.400,28.650,0,902,45.17,0.85,0.03,0,243,
5345819,-2.93,13622,0.38,177.06,14073.44,997.070,-67.383,-28.320,-36.626,6.466,-10.588,-49.350,-13.050,33.900,0,904,45.21,0.85,0.03,0,242,
5347400,-2.95,13606,0.38,176.87,14080.21,1095.703,-27.344,36.621,-116.061,-1.870,12.038,-51.000,5.700,-10.800,5,906,45.48,0.86,0.03,0,241,
5348981,-2.96,13589,0.38,176.87,14086.99,1005.859,-8.301,80.078,-64.893,-3.481,-0.359,-51.000,30.450,15.150,54,909,45.57,0.86,0.03,0,241,
5350560,-2.98,13573,0.39,177.44,14093.35,961.914,84.961,37.109,8.626,1.260,7.176,-49.950,16.800,34.050,0,911,45.61,0.86,0.03,0,240,
5352141,-2.99,13557,0.38,176.69,14100.56,950.195,-9.277,12.207,-59.214,-2.015,15.687,-51.450,-3.000,34.500,0,913,45.65,0.86,0.03,0,239,
5353725,-3.01,13544,0.38,174.30,14105.66,967.773,116.211,-29.785,-40.321,2.252,10.000,-51.750,3.750,-10.500,0,913,45.82,0.86,0.03,0,238,
5355307,-3.03,13531,0.39,175.39,14111.61,1058.105,-50.293,-0.488,-59.954,-5.221,11.000,-51.750,10.200,-11.250,1,917,45.96,0.87,0.03,0,237,
5356886,-3.04,13519,0.39,175.21,14115.86,1005.371,21.973,58.105,-45.015,1.649,2.748,-49.350,31.050,18.300,17,919,46.00,0.87,0.03,0,236,
5358467,-3.06,13508,0.39,173.22,14120.54,1049.805,66.406,-25.879,-6.328,2.191,7.458,-49.950,21.300,33.000,0,918,46.12,0.87,0.03,0,235,
5360051,-3.08,13495,0.39,171.27,14126.50,1005.859,-15.625,75.195,-10.618,6.427,6.603,-49.350,13.500,36.750,1,922,46.26,0.87,0.03,0,233,
5361632,-3.10,13483,0.39,171.44,14132.04,984.863,-2.441,-0.488,-84.267,7.305,-1.214,-49.500,-18.300,14.850,2,923,46.25,0.87,0.03,0,232,
5363213,-3.11,13468,0.46,171.27,14137.59,979.004,14.160,82.520,1.733,10.992,0.916,-51.600,-15.450,3.750,1,926,46.34,0.87,0.03,0,231,
5364794,-3.13,13454,0.48,168.51,14144.42,969.726,27.344,9.766,-3.359,3.840,1.053,-49.950,-15.150,3.900,0,929,46.66,0.88,0.03,0,229,
5366378,-3.15,13442,0.50,167.50,14149.12,1019.043,-9.766,29.785,-31.832,0.046,-7.863,-52.650,-7.350,-4.050,0,931,46.70,0.88,0.03,0,228,
5367959,-3.16,13432,0.38,166.01,14153.39,1034.668,62.500,43.457,68.809,1.458,-5.603,-52.350,1.200,-9.150,4,931,46.64,0.88,0.03,1,228,
5369538,-3.17,13419,0.45,165.35,14158.95,1017.578,23.437,36.621,76.290,1.985,-5.954,-51.450,11.400,37.350,0,933,46.67,0.88,0.03,0,227,
5371122,-3.19,13407,0.40,167.00,14164.09,1013.184,1.465,21.973,-18.802,0.053,-4.290,-49.050,27.600,26.700,39,931,46.75,0.88,0.03,0,226,
5372703,-3.21,13394,0.40,167.16,14169.66,976.074,8.301,57.129,-98.695,2.397,3.160,-48.450,-13.350,33.750,0,937,46.99,0.89,0.03,0,226,
5374280,-3.22,13381,0.39,166.17,14175.23,1021.484,-2.441,11.230,-25.069,2.779,-10.008,-49.350,4.650,-12.750,0,938,46.97,0.89,0.03,0,225,
5375861,-3.23,13368,0.39,166.34,14180.81,1036.621,101.562,15.625,19.405,7.908,-4.977,-52.650,8.550,-8.400,2,940,47.01,0.89,0.03,0,225,
5377446,-3.25,13355,0.40,166.50,14186.40,1036.133,20.996,68.359,5.282,4.985,4.489,-53.250,-4.200,-1.800,0,942,47.29,0.89,0.03,0,225,
5379027,-3.27,13341,0.40,166.01,14192.85,1030.273,32.227,51.270,-76.046,-2.344,-0.519,-51.900,10.500,-8.400,7,944,47.32,0.89,0.03,0,224,
5380609,-3.29,13326,0.41,163.73,14199.30,982.910,42.969,18.555,-42.565,-2.359,-0.885,-48.750,31.650,17.400,0,945,47.31,0.89,0.03,0,224,
5382190,-3.30,13309,0.40,162.62,14207.05,973.144,39.062,-1.953,25.015,10.107,4.420,-46.800,28.350,29.100,39,945,47.49,0.90,0.03,0,223,
5383781,-3.32,13293,0.41,160.59,14213.95,981.934,9.277,119.629,-54.382,-6.542,3.794,-48.000,21.000,36.300,3,945,47.42,0.89,0.03,0,223,
5385362,-3.34,13276,0.42,159.83,14220.42,1014.648,80.078,62.012,-70.794,4.130,-3.359,-54.300,-11.700,10.500,0,947,47.46,0.89,0.03,0,223,
5386943,-3.35,13262,0.41,159.52,14226.90,987.305,56.641,9.277,-55.634,-4.618,-1.947,-53.400,6.300,-6.300,0,947,47.40,0.89,0.03,1,222,
5388523,-3.37,13247,0.41,159.22,14233.38,995.117,21.973,-3.418,-72.916,-3.595,-0.695,-49.800,29.100,4.800,23,946,47.52,0.90,0.03,0,222,
5390108,-3.39,13233,0.42,159.22,14239.44,1009.277,4.883,45.898,-69.786,-5.168,7.275,-49.950,-9.450,34.050,0,949,47.61,0.90,0.03,0,221,
5391689,-3.40,13218,0.42,159.52,14246.37,1017.578,31.738,1.953,-8.489,3.481,-2.260,-53.250,-9.150,-2.400,0,952,47.70,0.90,0.03,0,221,
5393270,-3.42,13201,0.43,159.37,14253.31,1028.809,44.922,15.137,81.878,11.359,-3.901,-53.550,-6.000,28.650,0,953,47.69,0.90,0.03,0,221,
5394850,-3.43,13186,0.43,159.22,14259.82,1001.465,25.879,86.914,8.107,3.076,-6.702,-49.950,24.000,30.450,0,950,47.71,0.90,0.03,0,220,
5396435,-3.45,13170,0.43,159.22,14266.77,954.101,48.828,-26.855,18.557,1.405,2.710,-49.800,27.600,27.300,33,950,47.65,0.90,0.03,0,220,
5398017,-3.47,13153,0.44,159.83,14274.60,962.402,41.992,35.156,97.336,4.832,-5.298,-48.600,23.100,-8.400,28,953,47.74,0.90,0.03,0,220,
5399598,-3.48,13136,0.44,164.38,14281.12,957.031,2.441,34.668,76.458,-1.267,-2.733,-49.950,-12.150,31.950,0,956,47.82,0.90,0.03,0,220,
5401182,-3.50,13123,0.43,164.86,14286.79,978.027,5.371,0.000,45.527,2.863,-0.237,-52.200,21.300,29.400,1,954,47.90,0.90,0.03,0,219,
5402763,-3.51,13110,0.44,164.38,14292.89,979.004,30.273,40.039,-35.855,-5.099,-4.229,-53.100,24.150,23.700,9,954,47.84,0.90,0.03,1,219,
5404344,-3.53,13099,0.45,163.89,14297.25,1022.461,22.949,-3.418,31.817,2.496,-2.084,-52.200,27.000,19.950,39,956,47.87,0.90,0.03,0,218,
5405925,-3.54,13088,0.45,163.26,14301.62,1020.996,50.781,36.133,-9.824,3.588,1.504,-48.600,30.750,23.700,3,959,47.96,0.90,0.03,0,218,
5407509,-3.56,13078,0.46,162.31,14305.99,1035.156,48.340,18.066,-2.542,3.176,5.534,-49.050,27.300,27.750,29,958,48.09,0.91,0.03,0,218,
5409088,-3.58,13069,0.46,161.06,14310.36,1058.594,1.465,43.457,32.802,4.931,0.985,-51.600,26.100,20.400,49,959,48.07,0.91,0.03,0,218,
5410669,-3.59,13057,0.46,159.68,14315.61,1048.340,20.020,27.344,-27.939,-3.947,1.099,-53.550,27.000,11.550,56,959,48.01,0.91,0.03,1,217,
5412250,-3.61,13043,0.46,159.83,14322.17,1040.039,27.832,-4.395,37.725,3.443,-5.924,-50.400,30.750,9.150,7,958,48.14,0.91,0.03,0,217,
5413834,-3.63,13027,0.46,157.57,14329.63,1016.601,49.316,22.949,97.855,5.321,-2.916,-49.200,5.700,-14.400,5,958,48.07,0.91,0.03,0,217,
5415415,-3.64,13008,0.51,156.25,14337.96,1034.180,29.297,21.973,83.595,-1.718,-2.000,-48.750,2.550,38.100,0,958,48.01,0.91,0.03,1,217,
5416996,-3.65,12989,0.48,156.10,14347.19,1020.996,1.465,43.457,40.191,2.824,-0.061,-50.700,27.450,21.000,40,958,47.95,0.90,0.03,0,217,
5418576,-3.67,12966,0.48,154.38,14356.86,1021.484,8.301,7.812,38.511,1.710,-1.145,-50.850,21.150,-5.550,61,958,48.12,0.91,0.03,0,217,
5420163,-3.69,12941,0.47,154.95,14367.87,997.559,67.871,-21.484,91.557,7.061,-2.954,-49.500,-15.900,-2.400,0,961,48.21,0.91,0.03,0,217,
5421744,-3.70,12918,0.48,155.81,14378.46,1009.277,123.047,18.555,86.435,-0.275,1.290,-48.750,17.100,38.400,0,963,48.25,0.91,0.03,0,217,
5423325,-3.72,12894,0.48,156.84,14389.07,1007.324,96.680,-8.301,80.328,7.183,-0.115,-52.650,10.800,-7.350,12,965,48.28,0.91,0.03,0,217,
5424908,-3.73,12870,0.48,155.96,14399.68,1036.133,35.156,36.621,119.000,10.725,-9.679,-53.850,-2.100,29.550,0,969,48.66,0.92,0.03,0,217,
5426487,-3.74,12845,0.49,156.84,14410.77,1043.945,-14.160,19.043,30.107,-1.092,-7.206,-51.450,22.050,-5.400,58,972,48.75,0.92,0.03,0,217,
5428068,-3.76,12817,0.49,157.13,14423.64,1001.953,72.754,8.301,107.977,0.794,4.191,-49.200,-3.000,-12.300,1,972,48.68,0.92,0.03,1,217,
5429648,-3.77,12790,0.57,158.32,14435.65,989.746,60.547,60.059,129.748,1.473,2.969,-48.450,3.300,40.950,0,976,48.82,0.92,0.03,0,217,
5431240,-3.79,12762,0.51,161.37,14447.68,977.051,53.711,-1.465,148.397,8.580,0.931,-51.450,-4.200,-8.250,1,976,49.00,0.92,0.03,0,217,
5432819,-3.80,12736,0.50,161.99,14459.28,1005.859,41.016,-24.414,99.374,-3.191,-6.489,-53.250,21.300,25.350,0,980,49.14,0.93,0.03,0,216,
5434400,-3.81,12709,0.51,163.26,14471.79,1006.836,4.883,24.414,6.603,-3.863,-8.084,-51.900,16.500,-6.600,34,982,49.17,0.93,0.03,0,216,
5435980,-3.83,12682,0.51,166.67,14483.88,985.351,33.691,-27.344,94.305,8.511,1.122,-49.950,-1.500,-12.300,0,987,49.36,0.93,0.03,0,216,
5437563,-3.84,12656,0.59,169.36,14495.55,967.285,93.262,28.320,98.359,5.405,-0.870,-50.700,10.200,38.850,0,989,49.64,0.94,0.03,0,216,
5439144,-3.86,12630,0.52,169.88,14507.23,977.051,54.199,114.258,-3.847,0.763,-2.206,-48.450,31.950,9.750,3,990,49.62,0.94,0.03,0,215,
5440724,-3.87,12604,0.52,171.62,14518.48,981.445,90.820,39.551,-47.893,-4.595,-4.908,-50.100,10.500,37.950,0,994,49.76,0.94,0.03,0,215,
5442306,-3.88,12579,0.51,175.03,14530.20,983.887,24.902,9.277,68.656,6.092,2.359,-49.950,27.450,22.500,38,993,49.89,0.94,0.03,0,214,
5443889,-3.90,12552,0.52,174.12,14541.49,970.215,42.969,49.805,22.183,-0.916,1.221,-51.150,25.350,-1.200,67,995,49.93,0.94,0.03,0,213,
5445470,-3.91,12528,0.51,175.21,14553.25,954.101,3.906,-20.996,-45.908,-0.344,-3.626,-50.700,18.300,-9.300,38,998,50.01,0.94,0.03,0,212,
5447051,-3.92,12503,0.51,177.44,14563.21,998.535,42.969,51.758,29.634,2.718,-1.267,-48.750,33.150,15.900,2,1000,50.05,0.94,0.03,0,210,
5448632,-3.94,12482,0.52,178.95,14573.64,1011.719,-18.066,20.020,98.053,11.389,-2.702,-51.600,-15.750,2.700,0,998,50.13,0.95,0.03,0,209,
5450212,-3.95,12461,0.52,177.81,14582.73,933.594,34.668,43.457,-30.840,-1.107,-7.382,-53.250,-11.400,20.250,0,1000,50.17,0.95,0.03,0,208,
5451789,-3.96,12441,0.53,177.62,14591.37,951.660,30.762,45.898,-48.031,0.847,7.321,-55.050,-4.200,0.300,0,1002,50.20,0.95,0.03,0,207,
5453368,-3.97,12421,0.51,177.62,14600.02,980.957,-33.691,-39.551,-24.588,1.817,-7.382,-53.250,13.350,-6.450,9,1005,50.28,0.95,0.03,0,205,
5454953,-3.98,12405,0.51,178.57,14607.32,1007.812,73.730,93.750,-40.496,5.191,-8.504,-49.950,29.400,1.050,9,1002,50.32,0.95,0.03,0,204,
5456534,-4.00,12390,0.51,182.46,14614.16,1015.625,31.250,12.207,-19.053,1.748,3.412,-50.250,30.150,11.850,1,1003,50.30,0.95,0.03,0,203,
5458115,-4.01,12375,0.51,186.01,14620.56,990.723,38.574,25.879,-4.832,3.229,7.885,-51.900,20.400,28.050,1,1007,50.44,0.95,0.03,0,201,
5459696,-4.03,12363,0.50,190.09,14626.50,984.863,11.230,9.277,-86.031,-0.496,-4.672,-50.400,3.900,35.400,0,1008,50.42,0.95,0.03,0,199,
5461281,-4.04,12349,0.51,190.31,14632.45,1019.531,23.926,68.848,-129.725,-6.298,-3.847,-52.200,3.750,-9.300,0,1008,50.61,0.95,0.03,0,197,
5462862,-4.06,12336,0.51,189.21,14638.40,994.141,-48.340,56.152,-144.595,-1.252,0.176,-48.600,-7.800,37.200,0,1008,50.54,0.95,0.03,0,195,
5464443,-4.07,12323,0.50,187.28,14644.82,969.726,-31.250,-11.719,-91.847,-2.504,6.947,-49.950,18.300,-8.700,40,1010,50.57,0.95,0.03,0,193,
5466025,-4.08,12308,0.51,185.08,14651.70,954.590,-57.129,52.734,-46.672,2.168,5.611,-50.250,24.000,28.950,4,1014,50.71,0.96,0.03,0,191,
5467610,-4.09,12295,0.51,184.07,14657.21,948.242,-52.246,22.461,-153.718,1.908,6.038,-53.100,-9.600,-2.700,0,1014,50.89,0.96,0.03,0,189,
5469189,-4.11,12283,0.50,181.28,14662.27,993.652,91.309,14.160,-95.244,2.611,2.573,-50.700,12.600,36.300,1,1015,50.88,0.96,0.03,0,187,
5470766,-4.12,12274,0.50,178.38,14665.95,1016.601,15.137,-36.621,-44.641,0.954,0.557,-50.100,-17.700,12.450,0,1018,50.96,0.96,0.03,0,186,
5472347,-4.13,12266,0.60,175.95,14670.55,1030.273,-11.230,49.316,-64.504,5.198,0.336,-52.650,-3.600,-7.050,0,1021,51.30,0.97,0.03,0,185,
5473930,-4.15,12257,0.50,175.03,14674.24,1016.113,6.836,46.875,-79.702,1.168,-1.359,-51.150,28.350,18.600,48,1023,51.33,0.97,0.03,0,184,
5475511,-4.16,12247,0.51,171.09,14678.84,999.023,62.012,20.508,-30.740,-2.008,-1.389,-50.100,9.300,37.500,0,1024,51.31,0.97,0.03,0,183,
5477091,-4.17,12237,0.51,171.62,14683.91,978.027,28.320,11.230,-67.664,-5.145,5.427,-51.750,-13.650,24.300,0,1027,51.40,0.97,0.03,0,182,
5478681,-4.19,12225,0.59,169.71,14689.45,982.422,15.625,-16.113,22.076,10.183,1.740,-51.750,-11.400,-2.400,0,1029,51.69,0.97,0.03,0,181,
5480260,-4.20,12214,0.59,167.50,14694.53,989.258,8.789,127.930,-41.084,4.084,-0.160,-51.150,-15.450,5.250,0,1033,51.82,0.98,0.03,0,181,
5481841,-4.22,12203,0.49,165.19,14699.15,997.070,114.258,46.387,-1.542,1.145,1.336,-51.600,12.750,-9.600,18,1036,51.90,0.98,0.03,0,181,
5483422,-4.23,12193,0.51,163.89,14703.77,982.422,33.691,96.680,56.450,8.275,-2.885,-52.350,-13.800,12.450,0,1037,51.88,0.98,0.03,0,180,
5485006,-4.25,12184,0.53,162.78,14707.93,996.582,29.297,58.105,-118.534,-3.389,-7.229,-52.500,2.550,-9.000,0,1038,52.12,0.98,0.03,0,180,
5486585,-4.26,12173,0.51,161.84,14713.03,982.422,55.664,82.031,-2.573,-5.595,2.282,-51.000,30.150,11.550,0,1038,52.05,0.98,0.03,0,181,
5488166,-4.27,12164,0.52,161.06,14716.73,1010.254,-36.621,-11.230,15.992,5.229,-5.298,-51.900,22.200,-4.050,61,1040,52.09,0.98,0.03,0,181,
5489743,-4.28,12156,0.52,159.07,14720.44,1005.371,95.703,16.113,30.038,2.931,-0.595,-51.900,16.200,-7.800,38,1040,52.02,0.98,0.03,0,181,
5491326,-4.30,12148,0.53,157.28,14724.62,1021.973,-33.203,53.223,-32.244,5.008,-4.130,-52.200,1.500,-6.450,0,1040,52.21,0.98,0.03,0,182,
5492905,-4.31,12138,0.53,156.25,14729.26,1006.836,1.953,76.172,-75.962,5.160,2.115,-51.450,24.450,23.250,35,1040,52.14,0.98,0.03,0,183,
5494487,-4.32,12128,0.53,154.66,14733.90,978.516,23.437,25.879,6.954,4.672,-5.458,-50.850,3.150,36.750,1,1041,52.12,0.98,0.03,0,184,
5496068,-4.34,12118,0.53,154.24,14738.55,975.586,13.672,20.508,46.603,6.656,-1.771,-50.400,27.300,24.450,35,1043,52.15,0.98,0.03,0,185,
5497653,-4.35,12108,0.53,154.80,14743.20,975.586,18.066,86.914,-65.664,-7.939,-1.687,-49.200,29.400,26.400,41,1045,52.45,0.99,0.03,0,186,
5499234,-4.37,12097,0.53,152.55,14748.78,970.703,59.082,98.633,-74.053,-4.344,-4.252,-51.750,-14.400,21.000,0,1047,52.48,0.99,0.03,0,188,
5500815,-4.38,12087,0.62,153.39,14753.44,980.957,53.223,-27.344,33.122,3.069,-0.137,-53.250,-12.900,2.400,0,1049,52.51,0.99,0.03,0,189,
5502400,-4.39,12076,0.54,155.67,14758.10,986.328,23.437,65.430,-18.573,4.878,1.115,-50.700,-14.100,23.850,2,1047,52.60,0.99,0.03,0,190,
5503981,-4.41,12067,0.55,155.52,14761.82,1005.371,31.250,57.129,-76.275,0.802,-2.099,-51.150,0.900,-8.850,0,1047,52.53,0.99,0.03,1,190,
5505562,-4.42,12057,0.55,156.54,14766.96,1031.738,34.180,1.465,99.802,5.061,3.756,-52.200,-3.300,-7.950,0,1048,52.51,0.99,0.03,0,191,
5507142,-4.43,12048,0.56,154.52,14771.16,1016.601,69.336,20.020,7.542,3.344,2.954,-51.750,-4.950,33.750,0,1052,52.64,0.99,0.03,0,191,
5508727,-4.44,12038,0.55,153.11,14775.83,1040.527,13.672,-6.836,-48.992,-4.832,2.687,-50.700,-18.300,9.750,0,1051,52.79,1.00,0.03,0,191,
5510308,-4.46,12028,0.65,153.39,14780.97,1016.113,-12.695,55.664,-2.466,3.756,-0.802,-51.600,-5.400,-7.050,0,1052,52.77,1.00,0.03,0,192,
5511889,-4.47,12015,0.56,153.39,14787.06,977.539,-1.953,37.598,132.687,2.153,0.214,-52.350,-12.300,23.400,5,1053,52.75,0.99,0.03,0,192,
5513470,-4.48,12002,0.58,152.27,14793.14,945.801,26.855,33.203,41.313,1.321,-1.191,-52.350,27.600,10.350,63,1053,52.68,0.99,0.03,0,192,
5515056,-4.49,11990,0.58,151.86,14798.77,946.777,-13.184,-1.465,-10.908,2.198,-6.084,-52.200,24.450,3.600,63,1056,53.03,1.00,0.03,0,192,
5516636,-4.50,11978,0.58,150.90,14803.46,1014.160,68.848,46.387,4.031,4.656,-3.870,-50.850,31.500,11.400,1,1060,53.16,1.00,0.03,0,193,
5518217,-4.51,11968,0.59,150.90,14808.15,1034.668,39.551,50.781,89.954,4.573,-2.069,-51.750,9.900,-10.800,10,1064,53.29,1.00,0.03,0,193,
5519798,-4.53,11959,0.59,149.82,14812.38,1054.199,4.883,38.574,34.305,7.634,-3.351,-52.200,-14.850,18.750,0,1068,53.42,1.01,0.03,0,193,
5521383,-4.54,11949,0.58,150.49,14818.02,1026.855,35.645,42.480,-16.565,4.672,-2.336,-53.250,-12.900,22.050,0,1061,53.26,1.00,0.03,0,193,
